Gender,Age,Education status,Faculty,Major,City of residence,Birth place,Work status,Relationship,Accommodation,Income,Online purchase,Online purchase freq,Payment method,Website type,Reasons,Mostly prefered,Website design,Product information,Product comments,Product rating,Product pictures,Variety of size/colour,Quality of the product,Return Guarantees,Recommondations about that webs,Product comparison feature,Different sellers offers,High online security system,The name value of the firm,Special discount coupon,Instant discount messages/mails,Most not to prefer,Reasons not prefer,Collecting info,Decision support systems,Bad experience,Bad experience info,Returned a product,Reason for returning products,"Satisfied brand,  prefer again",Recommend satisfied brand,Why don’t you shop online?
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Mathematics,Istanbul,Istanbul,Not working ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a day,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Cosmetic Products , Clothing , Accessory, Stationary",Moderately Important ,Very Important ,Important ,Important ,Very Important ,Moderately Important ,Important ,Very Important ,Very Important ,Unimportant ,Moderately Important ,Important ,Important ,Very Important ,Very Important ,Shoes and Bags ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Refuse to buy the product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Law ,Law,Ankara,Manisa,Not working ,In a relationship ,College Dorm ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,Clothing ,Slightly Important ,Slightly Important ,Moderately Important ,Moderately Important ,Moderately Important ,Slightly Important ,Moderately Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Moderately Important ,Moderately Important ,Unimportant ,Electronic Products ,I do not trust websites. ,Yes,No,No,I do not have bad experience. ,Yes,Product different from what I ordered ,Yes,Yes,
Male ,Under 19 ,Bachelor's Degree ,Engineering ,Electrical and Electronics Engineering,Tokat,Tokat,Not working ,Single ,College Dorm ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Accessory",Slightly Important ,Moderately Important ,Moderately Important ,Moderately Important ,Moderately Important ,Unimportant ,Moderately Important ,Slightly Important ,Slightly Important ,Unimportant ,Unimportant ,Slightly Important ,Unimportant ,Slightly Important ,Slightly Important ,"Clothing , Food","I would like to try on before buying., I want to see the product before buying. ",No,No,No,I do not have bad experience. ,No,I have not returned my package before ,Yes,No,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Chemical Engineering,Ankara,Ankara,Not working ,In a relationship ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy ","Clothing , Accessory, Hobby , Stationary ",Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Important ,Important ,"Electronic Products , Sport , Outdoor , Building Supply ","I want to see the product before buying. ,",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Mersin,Part-time ,In a relationship ,Family House ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Cosmetic Products , Clothing ",Unimportant ,Moderately Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Moderately Important ,Slightly Important ,Moderately Important ,Very Important ,Important ,Very Important ,Slightly Important ,"Outdoor , Accessory, Hobby ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Mathematics,Istanbul,Istanbul,Not working ,Single ,Family House ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,Reviews from other customers ,"Sport , Hobby , Furniture , Stationary ",Important ,Very Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Moderately Important ,Important ,Important ,Unimportant ,Unimportant ,Unimportant ,"Clothing , Shoes and Bags ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,Refuse to buy the product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Ankara,Not working ,In a relationship ,Family House ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Reviews from other customers ,"Electronic Products , Clothing , Shoes and Bags ",Important ,Very Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Slightly Important ,Important ,Very Important ,Very Important ,Very Important ,"Cosmetic Products , Outdoor , Baby Care ",Store prices are cheaper ,Yes,Yes,No,I do not have bad experience. ,Yes,Wrong order  ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Industrial Engineering,Ankara,Tokat,Not working ,Single ,Student House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Easy returns policy , Quick and easy online checkout process","Electronic Products , Shoes and Bags , Stationary",Slightly Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Unimportant ,Important ,Very Important ,Slightly Important ,Very Important ,Very Important ,"Cosmetic Products , Furniture ",I want to see the product before buying. ,Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Industrial Engineering,Ankara,Samsun,Not working ,Single ,College Dorm ,Less than 1000 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Clothing , Shoes and Bags ",Important ,Important ,Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Important ,Important ,Unimportant ,Unimportant ,Very Important ,Very Important ,Moderately Important ,Slightly Important ,"Cosmetic Products , Building Supply","I want to see the product before buying. ,",Yes,Yes,No,I do not have bad experience. ,Yes,Refuse to buy the product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Industrial Engineering,Ankara,Zonguldak,Not working ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Easy returns policy ","Electronic Products , Shoes and Bags , Sport ",Unimportant ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Moderately Important ,Unimportant ,"Cosmetic Products , Clothing , Outdoor , Baby Care","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"No delivery / missing product , Problem",Yes,"Defective product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Aerospace Engineering,Ankara,Denizli,Not working ,Single ,Private Dorm,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Clothing , Shoes and Bags , Sport , Accessory ",Important ,Very Important ,Important ,Important ,Important ,Important ,Very Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,Moderately Important ,"Electronic Products , Outdoor , Building Supply ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Industrial Engineering,Ankara,Azerbaijan,Not working ,In a relationship ,College Dorm ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Clothing , Shoes and Bags ",Important ,Important ,Important ,Important ,Moderately Important ,Important ,Important ,Important ,Important ,Slightly Important ,Important ,Important ,Very Important ,Important ,Important ,Nothing specifically,I do not trust websites. ,Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Product different from what I ordered ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Computer Science,Istanbul,Eskisehir,Not working ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Important ,Very Important ,Very Important ,Very Important ,Important ,Moderately Important ,Very Important ,Slightly Important ,Important ,Slightly Important ,Moderately Important ,Slightly Important ,Important ,Moderately Important ,Moderately Important ,Shoes and Bags ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Chemistry,Ankara,Eskisehir,Not working ,In a relationship ,Private Dorm,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Easy returns policy ","Electronic Products , Cosmetic Products , Clothing ",Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,"Baby Care , Building Supply, Furniture ",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Translation and Interpretation,Izmir,Izmir,Part-time ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Easy returns policy , Quick and easy online checkout process",Clothing ,Slightly Important ,Very Important ,Slightly Important ,Slightly Important ,Slightly Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Moderately Important ,Moderately Important ,Very Important ,Moderately Important ,Moderately Important ,Important ,"Electronic Products , Cosmetic Products , Baby Care ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,Under 19 ,Preparation School ,Engineering ,Metallurgical and Materials Engineering,Istanbul,Izmir,Not working ,In a relationship ,Private Dorm,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Quick and easy online checkout process","Cosmetic Products , Clothing , Accessory, Hobby ",Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Moderately Important ,Unimportant ,Important ,Very Important ,Very Important ,Moderately Important ,Unimportant ,"Shoes and Bags , Sport ",I would like to try on before buying.,Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,Under 19 ,Bachelor's Degree ,Engineering ,Civil Engineering,Izmir,Izmir,Not working ,Single ,College Dorm ,1001 TL - 2500 TL,Yes,Once a year ,Credit card ,Individual brand websites  ,"Coupons and discounts , Lots of likes or good comments on social media","Cosmetic Products , Clothing , Sport ",Important ,Very Important ,Important ,Important ,Important ,Very Important ,Very Important ,Important ,Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Important ,"Electronic Products , Shoes and Bags , Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",No,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Health of Sciences ,Nutrition and Dietetics,Tekirdag,Izmir,Not working ,In a relationship ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Clothing , Hobby ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Moderately Important ,Very Important ,Moderately Important ,Important ,Important ,Important ,Important ,Moderately Important ,"Electronic Products , Cosmetic Products , Accessory ",I want to see the product before buying. ,Yes,No,Yes,"Late product delivery, No delivery / missing product ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Fine Arts (Güzel sanatlar),Interior Architecture and Environmental Design,Izmir,Izmir,Part-time ,In a relationship ,Family House ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Easy returns policy ,"Electronic Products , Clothing , Shoes and Bags ",Slightly Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Moderately Important ,Very Important ,Important ,Very Important ,Very Important ,Building Supply,I want to see the product before buying. ,Yes,No,No,I do not have bad experience. ,Yes,"Defective product , Damaged product , Fake product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Dentistry ,Dentistry,Istanbul,Samsun,Not working ,In a relationship ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,Clothing ,Slightly Important ,Moderately Important ,Moderately Important ,Important ,Important ,Moderately Important ,Very Important ,Important ,Important ,Slightly Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Cosmetic Products ,I would like to try on before buying.,Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,Under 19 ,Bachelor's Degree ,Arts and Sciences,Molecular Biology and Genetics,Istanbul,Izmir,Not working ,Single ,College Dorm ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Cosmetic Products , Clothing ",Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Slightly Important ,Very Important ,Very Important ,Moderately Important ,Slightly Important ,Very Important ,Very Important ,Very Important ,"Sport , Hobby ",Store prices are cheaper ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Health of Sciences ,Nursing,Istanbul,Bolu,Not working ,In a relationship ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Lots of likes or good comments on social media","Cosmetic Products , Clothing , Shoes and Bags ",Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Important ,"Sport , Building Supply, Furniture , Stationary",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science and Public Administration,Ankara,Istanbul,Not working ,Single ,College Dorm ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Important ,Important ,Very Important ,Important ,Important ,Moderately Important ,Important ,Slightly Important ,Important ,Slightly Important ,Moderately Important ,Important ,Important ,Slightly Important ,Slightly Important ,"Baby Care , Building Supply, Furniture ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Damaged product , Wrong order  ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Mechanical Engineering,Ankara,Ankara,Part-time ,Single ,Family House ,2501 TL - 4000 TL,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I want to see the product before buying. 
Female ,20 - 24,Bachelor's Degree ,Engineering ,Mechanical Engineering,Ankara,Antalya,Part-time ,Single ,Student House ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Cosmetic Products , Clothing ",Moderately Important ,Very Important ,Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,Important ,Unimportant ,Slightly Important ,Important ,Important ,Slightly Important ,Unimportant ,Nothing specifically,I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,Refuse to buy the product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Engineering ,Industrial Engineering,Istanbul,Izmir,Not working ,In a relationship ,Student House ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Cosmetic Products , Shoes and Bags , Accessory",Important ,Important ,Important ,Important ,Important ,Slightly Important ,Very Important ,Very Important ,Moderately Important ,Unimportant ,Unimportant ,Very Important ,Very Important ,Unimportant ,Unimportant ,Electronic Products ,I do not trust websites. ,Yes,Yes,No,I do not have bad experience. ,Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Preparation School ,Engineering ,Mechanical Engineering,Ankara,Ankara,Not working ,In a relationship ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Reviews from other customers ","Electronic Products , Clothing , Hobby , Stationary ",Moderately Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Important ,Very Important ,Slightly Important ,Important ,Important ,Important ,Moderately Important ,Moderately Important ,"Shoes and Bags , Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,Late product delivery,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science and Public Administration,Ankara,Ankara,Not working ,Single ,Family House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Cosmetic Products , Clothing ",Slightly Important ,Very Important ,Very Important ,Important ,Very Important ,Slightly Important ,Very Important ,Very Important ,Slightly Important ,Slightly Important ,Moderately Important ,Important ,Moderately Important ,Moderately Important ,Moderately Important ,"Shoes and Bags , Sport , Outdoor ",I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,Defective product ,Yes,Yes,
Female ,Under 19 ,Bachelor's Degree ,Architecture ,Architecture,Izmir,Izmir,Not working ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Cosmetic Products , Clothing ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Slightly Important ,Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,"Baby Care , Building Supply",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",No,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Ocean Engineering,Istanbul,Izmir,Intern ,Single ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Clothing , Shoes and Bags ",Important ,Important ,Important ,Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Cosmetic Products ,"Store prices are cheaper , I do not trust websites.",Yes,Yes,Yes,"No delivery / missing product , Problem",Yes,"Defective product , Fake product ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Law ,Law,Istanbul,Izmir,Not working ,In a relationship ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Quick and easy online checkout process","Electronic Products , Clothing , Hobby ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,Slightly Important ,Very Important ,Moderately Important ,Moderately Important ,Slightly Important ,"Cosmetic Products , Shoes and Bags , Baby Care ",I would like to try on before buying.,Yes,Yes,No,I do not have bad experience. ,No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Chemistry,Ankara,Ankara,Not working ,Single ,Family House ,4001 TL - 5500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers ","Cosmetic Products , Clothing , Sport , Accessory ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Slightly Important ,Moderately Important ,Important ,Moderately Important ,Important ,Moderately Important ,"Electronic Products , Shoes and Bags , Furniture ",I would like to try on before buying.,Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Product different from what I ordered , Wrong order",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Architecture ,Interior Architecture and Environmental Design,Izmir,Izmir,Not working ,In a relationship ,Family House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy","Clothing , Shoes and Bags ",Slightly Important ,Moderately Important ,Important ,Important ,Very Important ,Moderately Important ,Very Important ,Very Important ,Important ,Important ,Important ,Important ,Important ,Important ,Important ,"Accessory, Building Supply, Furniture ",Store prices are cheaper ,Yes,No,No,I do not have bad experience. ,Yes,Wrong order  ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Political Science,Ankara,Ankara,Not working ,Single ,Family House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts ","Electronic Products , Cosmetic Products , Clothing ",Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Very Important ,Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Building Supply,"I would like to try on before buying., I do no",Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Agriculture ,Agriculture Engineering,Ankara,Ankara,Not working ,Single ,Family House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Easy returns policy",Clothing ,Unimportant ,Moderately Important ,Moderately Important ,Moderately Important ,Moderately Important ,Slightly Important ,Moderately Important ,Moderately Important ,Moderately Important ,Slightly Important ,Slightly Important ,Moderately Important ,Moderately Important ,Moderately Important ,Moderately Important ,Electronic Products ,"I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Bursa,Not working ,Single ,Student House ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Quick and easy online checkout process ","Electronic Products , Cosmetic Products , Clothing ",Moderately Important ,Important ,Moderately Important ,Very Important ,Important ,Important ,Moderately Important ,Slightly Important ,Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Unimportant ,Unimportant ,"Shoes and Bags , Furniture ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,No delivery / missing product ,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Medicine ,Medicine,Erzurum,Erzurum,Intern ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,"Clothing , Shoes and Bags , Sport , Accessory ",Important ,Very Important ,Very Important ,Important ,Important ,Moderately Important ,Important ,Moderately Important ,Very Important ,Slightly Important ,Slightly Important ,Very Important ,Very Important ,Moderately Important ,Slightly Important ,"Electronic Products , Cosmetic Products , Outdoor ",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Product different from what I ordered , Wrong order",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Istanbul,Not working ,Single ,College Dorm ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,"Coupons and discounts , Quick and easy online checkout process","Electronic Products , Clothing , Shoes and Bags ",Important ,Very Important ,Important ,Very Important ,Moderately Important ,Slightly Important ,Important ,Unimportant ,Unimportant ,Unimportant ,Slightly Important ,Unimportant ,Important ,Very Important ,Unimportant ,"Outdoor , Building Supply, Furniture ",I want to see the product before buying. ,Yes,Yes,No,I do not have bad experience. ,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Preparation School ,Art and Design ,Theatre,Istanbul,Manisa,Part-time ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,Coupons and discounts ,"Electronic Products , Clothing , Sport , Accessory ",Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Slightly Important ,Unimportant ,Slightly Important ,Unimportant ,Slightly Important ,Slightly Important ,Unimportant ,Unimportant ,"Cosmetic Products , Outdoor , Baby Care ",I do not trust websites. ,Yes,Yes,No,Late product delivery,Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Law ,Law,Istanbul,Adana,Part-time ,In a relationship ,Student House ,4001 TL - 5500 TL,Yes,Once a day,Credit card ,Online marketplace websites ,Coupons and discounts ,Clothing ,Moderately Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Important ,Clothing ,I would like to try on before buying.,Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Damaged product ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Architecture ,Architecture,Istanbul,Ankara,Not working ,In a relationship ,College Dorm ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Electronic Products , Clothing ",Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Very Important ,Moderately Important ,Important ,Moderately Important ,"Building Supply, Furniture ",I want to see the product before buying. ,Yes,Yes,No,I do not have bad experience. ,Yes,Product different from what I ordered ,Yes,No,
Female ,20 - 24,Bachelor's Degree ,Law ,Law,Istanbul,Istanbul,Not working ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Reviews from other customers ,"Electronic Products , Cosmetic Products , Clothing ",Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,Slightly Important ,Moderately Important ,Unimportant ,Slightly Important ,Slightly Important ,Unimportant ,Unimportant ,Unimportant ,Building Supply,"I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Wrong order  ,Yes,Yes,
Female ,Under 19 ,Bachelor's Degree ,Engineering ,Bioengineering,Istanbul,Istanbul,Part-time ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Reviews from other customers","Clothing , Shoes and Bags , Accessory",Slightly Important ,Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Important ,Moderately Important ,Slightly Important ,Unimportant ,Important ,Slightly Important ,Important ,Important ,"Electronic Products , Furniture ",I want to see the product before buying. ,Yes,Yes,No,I do not have bad experience. ,Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Economic and Administrative Sciences ,Economics,Istanbul,Izmir,Part-time ,Single ,Student House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Individual brand websites  ,"Free delivery, Coupons and discounts  ","Clothing , Shoes and Bags , Furniture ",Moderately Important ,Very Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Unimportant ,Electronic Products ,I want to see the product before buying. ,Yes,Yes,No,I do not have bad experience. ,Yes,Defective product ,Yes,Yes,
